Website,Bottle Title,Lot Number,Price,Distillery,Age,Vintage,Region,Bottler,Cask Type,Bottle Stength,Bottle Size,Distillery Status,Bid Status,Auction Date,Stock Image,Auction URL
whiskyauctioneer.com,Glenfiddich 1974 Private Vintage #2336 / Coronation of Elizabeth II 50th Anniversary,258061,1650,Glenfiddich,,1974,Speyside,Official,European oak Sherry Cask,48.9%,70cl,Operational,Winning Bid,16.11.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_5450_30.JPG?itok=lvCvYYw5,https://whiskyauctioneer.com/glenfiddich-pioneers-whisky
whiskyauctioneer.com,Glenfiddich 1968 Vintage Reserve 30 Year Old #13140,258073,1600,Glenfiddich,30 Year Old,1968,Speyside,Official,,49.6%,70cl,Operational,Winning Bid,16.11.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_5474_20.JPG?itok=J3oBazmh,https://whiskyauctioneer.com/glenfiddich-pioneers-whisky
whiskyauctioneer.com,Glenfiddich 1973 Private Vintage #9883 / Waldhaus Am See,262620,1600,Glenfiddich,,1973,Speyside,Official,,44.7%,70cl,Operational,Winning Bid,16.11.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_4404_23.JPG?itok=d_PyoFIM,https://whiskyauctioneer.com/glenfiddich-pioneers-whisky
whiskyauctioneer.com,Glenfiddich 1987 Rare Collection 25 Year Old #19996,258071,1600,Glenfiddich,25 Year Old,1987,Speyside,Official,,55.2%,70cl,Operational,Winning Bid,16.11.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_5468_27.JPG?itok=2h0Ol8NP,https://whiskyauctioneer.com/glenfiddich-pioneers-whisky
whiskyauctioneer.com,Glenfiddich 1965 Vintage Reserve 35 Year Old #10837,258089,1500,Glenfiddich,35 Year Old,1965,Speyside,Official,,47.8%,70cl,Operational,Winning Bid,16.11.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_5553_22.JPG?itok=TudKjnfx,https://whiskyauctioneer.com/glenfiddich-pioneers-whisky
whiskyauctioneer.com,Glenfiddich 1967 Vintage Reserve 30 Year Old #3959,258082,1500,Glenfiddich,30 Year Old,1967,Speyside,Official,,43.6%,70cl,Operational,Winning Bid,16.11.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_5530_22.JPG?itok=_nmJVl-C,https://whiskyauctioneer.com/glenfiddich-pioneers-whisky
whiskyauctioneer.com,Glenfiddich 1973 Private Vintage #28553 / World of Whiskies Heathrow T5,255484,1500,Glenfiddich,,1973,Speyside,Official,,48%,70cl,Operational,Winning Bid,16.11.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_5357_28.JPG?itok=PvnuruXv,https://whiskyauctioneer.com/glenfiddich-pioneers-whisky
whiskyauctioneer.com,Glenfiddich 1977 Rare Collection 34 Year Old #22722,258070,1400,Glenfiddich,34 Year Old,1977,Speyside,Official,,48.3%,70cl,Operational,Winning Bid,16.11.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_5465_25.JPG?itok=U2tbDeLB,https://whiskyauctioneer.com/glenfiddich-pioneers-whisky
whiskyauctioneer.com,Glenfiddich 1978 Private Vintage #28136 / Virgin Atlantic,258015,1400,Glenfiddich,,1978,Speyside,Official,,49.2%,70cl,Operational,Winning Bid,16.11.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_5441_26.JPG?itok=RuaqOju5,https://whiskyauctioneer.com/glenfiddich-pioneers-whisky
whiskyauctioneer.com,Glenfiddich 1995 1st Fill Sherry Cask / Spirit of Speyside 2015,281575,1400,Glenfiddich,20 Year Old,1995,Speyside,Official,1st Fill Sherry,57.8%,70cl,Operational,Winning Bid,16.11.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_4496_11.jpg?itok=deQoQN5y,https://whiskyauctioneer.com/glenfiddich-pioneers-whisky
whiskyauctioneer.com,Glenfiddich 1975 Rare Collection 34 Year Old #22000,258076,1375,Glenfiddich,34 year old,1975,Speyside,Official,,53.4%,70cl,Operational,Winning Bid,16.11.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_5510_23.JPG?itok=Xvg0yhPV,https://whiskyauctioneer.com/glenfiddich-pioneers-whisky
whiskyauctioneer.com,Glenfiddich 1967 Vintage Reserve 30 Year Old #3959,258083,1372,Glenfiddich,30 Year Old,1967,Speyside,Official,,43.6%,70cl,Operational,Winning Bid,16.11.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_5533_21.JPG?itok=qFfj1eqE,https://whiskyauctioneer.com/glenfiddich-pioneers-whisky
whiskyauctioneer.com,Glenfiddich 1967 Vintage Reserve 30 Year Old #3959,255533,1350,Glenfiddich,30 Year Old,1967,Speyside,Official,,43.6%,70cl,Operational,Winning Bid,16.11.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_5412_34.JPG?itok=HCmOsmGT,https://whiskyauctioneer.com/glenfiddich-pioneers-whisky
whiskyauctioneer.com,Macallan 60 Year Old The Red Collection,301515,122000,Macallan,60 year old,,Speyside,Official,sherry wood,43.4%,70cl,Operational,Winning Bid,09.11.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/7Q5A9988.jpg?itok=yE8ROSDl,https://whiskyauctioneer.com/october-2020-auction
whiskyauctioneer.com,Macallan 50 Year Old The Red Collection,301537,52000,Macallan,50 year old,,Speyside,Official,sherry wood,45.1%,70cl,Operational,Winning Bid,09.11.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/7Q5A9999_0.jpg?itok=_EYiC4Ze,https://whiskyauctioneer.com/october-2020-auction
whiskyauctioneer.com,Macallan 65 Year Old Lalique Six Pillars Collection No.6 / Bottle 2,288191,46000,Macallan,65 year old,,Speyside,Official,sherry wood,46.3%,70cl,Operational,Winning Bid,09.11.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/7Q5A9274_0_0.JPG?itok=sMrN2m10,https://whiskyauctioneer.com/october-2020-auction
whiskyauctioneer.com,Hanyu 1985 Ichiro's Malt 'Card' #1024 / The Joker 'Monochrome',297585,37000,Hanyu,,1985,Japan,Official,,54.9%,70cl,Closed,Winning Bid,09.11.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_9905_76.JPG?itok=RcJAgAUr,https://whiskyauctioneer.com/october-2020-auction
whiskyauctioneer.com,Macallan 1975 Fine and Rare 30 Year Old,298842,22000,Macallan,30 Year Old,1975,Speyside,Official,bourbon cask,51%,70cl,Operational,Winning Bid,09.11.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_9898_76.JPG?itok=y0CvphRS,https://whiskyauctioneer.com/october-2020-auction
whiskyauctioneer.com,Karuizawa 1986-1988 Fight Club Collection 3 x 70cl,288652,21000,Karuizawa,,,Japan,Official,Sherry Butt,56.5%-58.4%,3 x 70cl,Closed,Winning Bid,09.11.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_0929_78.JPG?itok=eKuc807q,https://whiskyauctioneer.com/october-2020-auction
whiskyauctioneer.com,Macallan 40 Year Old 2016 Release,302723,18500,Macallan,40 Year Old,,Speyside,Official,Sherry Wood,45%,70cl,Operational,Winning Bid,09.11.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_9799_51.JPG?itok=Uw8YeEMT,https://whiskyauctioneer.com/october-2020-auction
whiskyauctioneer.com,Springbank 12 Year Old Sherry Cask 1980s / Samaroli Import,299543,18000,Springbank,12 Year Old,,Campbeltown,Official for Samaroli,Sherry,57.1%,75cl,Operational,Winning Bid,09.11.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_9902_75.JPG?itok=yJLCYWvi,https://whiskyauctioneer.com/october-2020-auction
whiskyauctioneer.com,Karuizawa 36 Year Old Single Sherry Cask #5077 / Sapphire Geisha,302062,17500,Karuizawa,36 Year Old,,Japan,Elixir Distillers,Sherry,61.2%,70cl,Closed,Winning Bid,09.11.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_6571_20_0_0_0.JPG?itok=dfdYy5bh,https://whiskyauctioneer.com/october-2020-auction
whiskyauctioneer.com,Karuizawa 1967 Single Cask #6426 / TWE 10th Anniversary,298564,13500,Karuizawa,,1969,Japan,Official,Sherry,58.4%,70cl,Closed,Winning Bid,09.11.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_0339_138.JPG?itok=zW5UOg-q,https://whiskyauctioneer.com/october-2020-auction
whiskyauctioneer.com,Ledaig 2009 Hogshead #700502 / Cask in storage at Whiskybroker,299840,13500,Tobermory,,2009,Island,Still in cask,hogshead,59.9% as of 8/10/2020,200.74 bulk Litre as of 8/10/2020,Operational,Winning Bid,09.11.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/Ledaig%20Cask%201020-01.jpg?itok=5PQrBaoj,https://whiskyauctioneer.com/october-2020-auction
whiskyauctioneer.com,1 Bruichladdich 2010 Fresh Bourbon Barrel #2027 / Cask in storage at Bruichladdich,299853,13000,Bruichladdich,10 Year Old,2010,Islay,Still in cask,fresh bourbon,61.1% as of 3/2020,172 bulk Litre as of 3/2020,Operational,Winning Bid,09.11.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/Bruichladdich%20Cask%201020-01.jpg?itok=9mJ4xNSx,https://whiskyauctioneer.com/october-2020-auction
whiskyauctioneer.com,1 Bruichladdich 2010 Fresh Bourbon Barrel #2033 / Cask in storage at Bruichladdich,302008,12500,Bruichladdich,10 Year Old,2010,Islay,Still in cask,fresh bourbon,60.5% as of 10/2020,164 bulk Litre as of 10/2020,Operational,Winning Bid,09.11.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/Bruichladdich%2010%20Cask%201020-01.jpg?itok=BFgSt6XP,https://whiskyauctioneer.com/october-2020-auction
whiskyauctioneer.com,Ichiro's Malt Double Distilleries / Ghost Series #8,302180,12500,Chichibu & Hanyu,,,Japan,Number One Drinks,,60.1%,70cl,Closed,Winning Bid,09.11.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_0221_176.JPG?itok=cdUElArM,https://whiskyauctioneer.com/october-2020-auction
whiskyauctioneer.com,Karuizawa 1974 Single Sherry Cask 40 Year Old #4560 / Blue Geisha,302181,12500,Karuizawa,40 Year Old,1974,Japan,Official,Sherry Butt,58.8%,70cl,Closed,Winning Bid,09.11.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_0215_187.JPG?itok=0eb-ExjL,https://whiskyauctioneer.com/october-2020-auction
whiskyauctioneer.com,Karuizawa 31 Year Old Single Sherry Cask #3667 / Golden Geisha,295909,12500,Karuizawa,31 Year Old,,Japan,Official,Sherry,59.4%,70cl,Closed,Winning Bid,09.11.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_1107_79.JPG?itok=ChxwDUss,https://whiskyauctioneer.com/october-2020-auction
whiskyauctioneer.com,Karuizawa 1999-2000 Koinobori Collection 3 x 70cl / Dekantā,301129,12000,Karuizawa,,1999 & 2000,Japan,Official,Sherry,60.7%-61.7%,3 x 70cl,Closed,Winning Bid,09.11.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_0986_83.JPG?itok=jmQjuWBg,https://whiskyauctioneer.com/october-2020-auction
whiskyauctioneer.com,Karuizawa 1974 Single Cask 40 Year Old Cask # 3626 / Gold Geisha,299070,11600,Karuizawa,40 Year Old,1974,Japan,Official,,64.5%,70cl,Closed,Winning Bid,09.11.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_2754_44.JPG?itok=_rIErPzb,https://whiskyauctioneer.com/october-2020-auction
whiskyauctioneer.com,Karuizawa 31 Year Old Single Sherry Cask #3558 / Sapphire Geisha,304437,11500,Karuizawa,31 Year Old,,Japan,Elixir Distillers,Sherry,58.9%,70cl,Closed,Winning Bid,09.11.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_8210_29_0.JPG?itok=Ms77OqaY,https://whiskyauctioneer.com/october-2020-auction
whiskyauctioneer.com,Macallan 1971 Fine and Rare 30 Year Old #4280,300086,11500,Macallan,30 Year Old,1971,Speyside,Official,1st fill sherry butt,56.4%,70cl,Operational,Winning Bid,09.11.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_9862_70.JPG?itok=7A0uwXPO,https://whiskyauctioneer.com/october-2020-auction
whiskyauctioneer.com,Karuizawa 1977 Single Sherry Cask 40 Year Old #4139,295101,10500,Karuizawa,40 Year Old,1977,Japan,Official,Sherry Butt,64.9%,70cl,Closed,Winning Bid,09.11.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_2978_25_0_3_0_0.JPG?itok=06gkgU8g,https://whiskyauctioneer.com/october-2020-auction
whiskyauctioneer.com,Macallan 1970 Fine and Rare 32 Year Old #241,300088,10500,Macallan,32 Year Old,1970,Speyside,Official,sherry butt,54.9%,70cl,Operational,Winning Bid,09.11.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_9865_70.JPG?itok=TC8K0gEh,https://whiskyauctioneer.com/october-2020-auction
whiskyauctioneer.com,Hanyu 1991 Ichiro's Malt 'Card' #9802 / Four of Clubs,296812,8400,Hanyu,,1991,Japan,Official,see lot description,58%,70cl,Closed,Winning Bid,09.11.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_9814_67.JPG?itok=TAlB0mbW,https://whiskyauctioneer.com/october-2020-auction
whiskyauctioneer.com,Karuizawa 1984 Single Cask 29 Year Old #8897 / TWE Whisky Show 2014,295098,8300,Karuizawa,29 Year Old,1984,Japan,Number 1 Drinks,Bourbon,53.9%,70cl,Closed,Winning Bid,09.11.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_8844_31.JPG?itok=G13PJD2q,https://whiskyauctioneer.com/october-2020-auction
whiskyauctioneer.com,Hanyu 1988 Ichiro's Malt 'Card' #9108 / King of Clubs,295110,8200,Hanyu,,1988,Japan,Official,,58%,70cl,Closed,Winning Bid,09.11.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_0814_LI.jpg?itok=2DXtKogs,https://whiskyauctioneer.com/october-2020-auction
whiskyauctioneer.com,Yamazaki 1993 Single Sherry Cask #3T70070 / LMDW,295099,8000,Yamazaki,,1993,Japan,Official,Sherry Butt,57.5%,70cl,Operational,Winning Bid,09.11.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_8850_33.JPG?itok=NiIr7ib3,https://whiskyauctioneer.com/october-2020-auction
whiskyauctioneer.com,Bowmore 1964 Black Bowmore 30 Year Old 2nd Edition,303151,7800,Bowmore,30 Year Old,1964,Islay,Official,Oloroso Sherry,50%,70cl,Operational,Winning Bid,09.11.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_0497_116.JPG?itok=bkRZc9bD,https://whiskyauctioneer.com/october-2020-auction
whiskyauctioneer.com,Hanyu 1988 Ichiro's Malt 'Card' #9108 / King of Clubs,298421,7800,Hanyu,,1988,Japan,Official,,58%,70cl,Closed,Winning Bid,09.11.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_9893_72.JPG?itok=rjzfLN-q,https://whiskyauctioneer.com/october-2020-auction
whiskyauctioneer.com,Karuizawa 1969 Single Bourbon Cask #8183,298473,7800,Karuizawa,42 Year Old,1969,Japan,Number One Drinks,400 Litre Ex-Bourbon Cask,61.3%,70cl,Closed,Winning Bid,09.11.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_0086_231.JPG?itok=IvsV-Qhg,https://whiskyauctioneer.com/october-2020-auction
whiskyauctioneer.com,Karuizawa 1981 Single Sherry Cask 32 Year Old #4380 / Shinanoya Private Cask 10th Anniversary,295242,7000,Karuizawa,312 Year Old,1981,Japan,Official,Sherry cask,55.4%,70cl,Closed,Winning Bid,09.11.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_9231_38.JPG?itok=6Q-LR98I,https://whiskyauctioneer.com/october-2020-auction
whiskyauctioneer.com,Karuizawa 1984 Single Cask 29 Year Old #3662 / Shinanoya & TWE,295243,7000,Karuizawa,29 Years Old,1984,Japan,Official,Sherry Cask,61.0%,70cl,Closed,Winning Bid,09.11.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_9234_39.JPG?itok=4U9JEZEE,https://whiskyauctioneer.com/october-2020-auction
whiskyauctioneer.com,Karuizawa 1976 Noh Single Cask 32 Year Old #6719 / Kamiasobi - Haoromo Exclusive,298479,6801,Karuizawa,,1976,Japan,Official,Sherry Butt,63%,70cl,Closed,Winning Bid,09.11.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_0096_213.JPG?itok=MDcsD-YM,https://whiskyauctioneer.com/october-2020-auction
whiskyauctioneer.com,Bowmore 1964 Black Bowmore Final Edition,303154,6500,Bowmore,31 Year Old,1964,Islay,Official,Oloroso Sherry,49%,70cl,Operational,Winning Bid,09.11.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_0500_108.JPG?itok=1BkedsCO,https://whiskyauctioneer.com/october-2020-auction
whiskyauctioneer.com,Karuizawa 1970 Single Cask #6177 / LMDW,298468,6400,Karuizawa,,1970,Japan,Official,450 Litre Ex-Sherry Cask,64.3%,70cl,Closed,Winning Bid,09.11.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_0070_243.JPG?itok=eoEZdzpv,https://whiskyauctioneer.com/october-2020-auction
whiskyauctioneer.com,Nikka 40 Year Old / 80th Anniversary,300195,6400,,40 Year Old,,Japan,Official,,43%,70cl,Operational,Winning Bid,09.11.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_0998_71.JPG?itok=qM3Zbc_I,https://whiskyauctioneer.com/october-2020-auction
whiskyauctioneer.com,Macallan 1950 Handwritten Label,304326,6200,Macallan,,1950,Speyside,Official,,43%,75cl,Operational,Winning Bid,09.11.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_9534_45_0.JPG?itok=XXww9n6v,https://whiskyauctioneer.com/october-2020-auction
whiskyauctioneer.com,Macallan 1988 Exceptional Cask #3890-09 / 2018 Release,300931,6100,Macallan,30 Year Old,1988,Speyside,Official,American Oak Sherry butt,51.7%,70cl,Operational,Winning Bid,09.11.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_0347_136.JPG?itok=VUau8tk6,https://whiskyauctioneer.com/october-2020-auction
whiskyauctioneer.com,Karuizawa 1972 Single Cask #7038,304328,5700,Karuizawa,,1972,Japan,Number One Drinks,,63.3%,70cl,Closed,Winning Bid,09.11.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_2814-DT-PACKING-04_0.JPG?itok=1jfm3nl4,https://whiskyauctioneer.com/october-2020-auction
whiskyauctioneer.com,Karuizawa 1972 Single Cask #7038,298501,5600,Karuizawa,,1972,Japan,Number One Drinks,,63.3%,70cl,Closed,Winning Bid,09.11.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_0147_187.JPG?itok=zq_cpr5W,https://whiskyauctioneer.com/october-2020-auction
